Experiment	Sweeper	
Saved Date	28.05.2025 16:24:32	
User		
Date		
Start time	28.05.2025 16:07:32	
Sweep channel: Name	- None (Time) -	
Sweep channel: Start (V)	-Inf	
Sweep channel: Stop (V)	Inf	
Sweep channel: Points	20000	
Sweep channel: Max slew rate (V/s)	0E+0	
Sweep channel: Initial settling time (s)	20E+0	
Sweep channel: End settling time (s)	20E+0	
Sweep channel: Backward sweep	FALSE	
Sweep channel: Number of sweeps	1	
Sweep channel: Reset	FALSE	
Sweep Type	1D-Only SweepCh	
Acquire channels	Input 2 (V)	
Filter type	None	
Order		
Cutoff frq		
Comment01	b_P1_peak1_1741_3_top	

[DATA]
Points	Input 2 (V)
1.1149000E+4	-1.4799751E-1
1.1150000E+4	-1.4839490E-1
1.1151000E+4	-1.4850178E-1
1.1152000E+4	-1.5302840E-1
1.1153000E+4	-1.5063274E-1
1.1154000E+4	-1.5635948E-1
1.1155000E+4	-1.4497241E-1
1.1156000E+4	-1.5474671E-1
1.1157000E+4	-1.5138404E-1
1.1158000E+4	-1.5106092E-1
1.1159000E+4	-1.4846247E-1
1.1160000E+4	-1.4738077E-1
1.1161000E+4	-1.4566308E-1
1.1162000E+4	-1.4500633E-1
1.1163000E+4	-1.4912413E-1
1.1164000E+4	-1.4677776E-1
1.1165000E+4	-1.5799186E-1
1.1166000E+4	-1.5042076E-1
1.1167000E+4	-1.5059859E-1
1.1168000E+4	-1.4813176E-1
1.1169000E+4	-1.5901616E-1
1.1170000E+4	-1.4934267E-1
1.1171000E+4	-1.5358172E-1
1.1172000E+4	-1.5242819E-1
1.1173000E+4	-1.5151681E-1
1.1174000E+4	-1.5958482E-1
1.1175000E+4	-1.5100832E-1
1.1176000E+4	-1.5783842E-1
1.1177000E+4	-1.5619418E-1
1.1178000E+4	-1.6057330E-1
1.1179000E+4	-1.5376891E-1
1.1180000E+4	-1.5451488E-1
1.1181000E+4	-1.5026022E-1
1.1182000E+4	-1.5542981E-1
1.1183000E+4	-1.5231110E-1
1.1184000E+4	-1.5464206E-1
1.1185000E+4	-1.5108524E-1
1.1186000E+4	-1.4388840E-1
1.1187000E+4	-1.4765044E-1
1.1188000E+4	-1.4730246E-1
1.1189000E+4	-1.4867476E-1
1.1190000E+4	-1.4800903E-1
1.1191000E+4	-1.5109606E-1
1.1192000E+4	-1.4579825E-1
1.1193000E+4	-1.4924061E-1
1.1194000E+4	-1.4048898E-1
1.1195000E+4	-1.4153503E-1
1.1196000E+4	-1.3591181E-1
1.1197000E+4	-1.3637763E-1
1.1198000E+4	-1.3903253E-1
1.1199000E+4	-1.3421291E-1
1.1200000E+4	-1.4565347E-1
1.1201000E+4	-1.3944879E-1
1.1202000E+4	-1.4341094E-1
1.1203000E+4	-1.3775541E-1
1.1204000E+4	-1.4273436E-1
1.1205000E+4	-1.3978434E-1
1.1206000E+4	-1.4939690E-1
1.1207000E+4	-1.4718762E-1
1.1208000E+4	-1.4712560E-1
1.1209000E+4	-1.4808328E-1
1.1210000E+4	-1.4303668E-1
1.1211000E+4	-1.4601135E-1
1.1212000E+4	-1.3862704E-1
1.1213000E+4	-1.4483511E-1
1.1214000E+4	-1.4328550E-1
1.1215000E+4	-1.4947155E-1
1.1216000E+4	-1.4432037E-1
1.1217000E+4	-1.5540443E-1
1.1218000E+4	-1.4929970E-1
1.1219000E+4	-1.4881811E-1
1.1220000E+4	-1.4844917E-1
1.1221000E+4	-1.4362292E-1
1.1222000E+4	-1.4743939E-1
1.1223000E+4	-1.4251187E-1
1.1224000E+4	-1.5263858E-1
1.1225000E+4	-1.4990954E-1
1.1226000E+4	-1.5008990E-1
1.1227000E+4	-1.4518058E-1
1.1228000E+4	-1.5715168E-1
1.1229000E+4	-1.5442468E-1
1.1230000E+4	-1.5327857E-1
1.1231000E+4	-1.5440971E-1
1.1232000E+4	-1.5216477E-1
1.1233000E+4	-1.6215770E-1
1.1234000E+4	-1.5771650E-1
1.1235000E+4	-1.5927210E-1
1.1236000E+4	-1.5264706E-1
1.1237000E+4	-1.5983951E-1
1.1238000E+4	-1.5728597E-1
1.1239000E+4	-1.5793726E-1
1.1240000E+4	-1.5170039E-1
1.1241000E+4	-1.5624596E-1
1.1242000E+4	-1.5509351E-1
1.1243000E+4	-1.4975215E-1
1.1244000E+4	-1.5443024E-1
1.1245000E+4	-1.4640523E-1
1.1246000E+4	-1.5299259E-1
1.1247000E+4	-1.4976567E-1
1.1248000E+4	-1.5327176E-1
1.1249000E+4	-1.4843670E-1
1.1250000E+4	-1.5579401E-1
1.1251000E+4	-1.5384232E-1
1.1252000E+4	-1.5932493E-1
1.1253000E+4	-1.4919053E-1
1.1254000E+4	-1.5133776E-1
1.1255000E+4	-1.4696902E-1
1.1256000E+4	-1.4562795E-1
1.1257000E+4	-1.5933606E-1
1.1258000E+4	-1.5509038E-1
1.1259000E+4	-1.5741678E-1
1.1260000E+4	-1.4956947E-1
1.1261000E+4	-1.5531307E-1
1.1262000E+4	-1.5120754E-1
1.1263000E+4	-1.5539023E-1
1.1264000E+4	-1.5548907E-1
1.1265000E+4	-1.5631312E-1
1.1266000E+4	-1.5519112E-1
1.1267000E+4	-1.5006819E-1
1.1268000E+4	-1.5499544E-1
1.1269000E+4	-1.5354590E-1
1.1270000E+4	-1.5534103E-1
1.1271000E+4	-1.5035841E-1
1.1272000E+4	-1.4927426E-1
1.1273000E+4	-1.4495145E-1
1.1274000E+4	-1.5117441E-1
1.1275000E+4	-1.4824095E-1
1.1276000E+4	-1.5262878E-1
1.1277000E+4	-1.5308927E-1
1.1278000E+4	-1.4798871E-1
1.1279000E+4	-1.4981991E-1
1.1280000E+4	-1.4703546E-1
1.1281000E+4	-1.5366666E-1
1.1282000E+4	-1.4770760E-1
1.1283000E+4	-1.5638272E-1
1.1284000E+4	-1.4719988E-1
1.1285000E+4	-1.5430276E-1
1.1286000E+4	-1.5037319E-1
1.1287000E+4	-1.5401112E-1
1.1288000E+4	-1.5722091E-1
1.1289000E+4	-1.5386455E-1
1.1290000E+4	-1.5794650E-1
1.1291000E+4	-1.5988083E-1
1.1292000E+4	-1.6531220E-1
1.1293000E+4	-1.5463047E-1
1.1294000E+4	-1.6381484E-1
1.1295000E+4	-1.4893861E-1
1.1296000E+4	-1.5196414E-1
1.1297000E+4	-1.5549538E-1
1.1298000E+4	-1.5212150E-1
1.1299000E+4	-1.5392922E-1
1.1300000E+4	-1.5497693E-1
1.1301000E+4	-1.5849364E-1
1.1302000E+4	-1.5271433E-1
1.1303000E+4	-1.6045702E-1
1.1304000E+4	-1.4830315E-1
1.1305000E+4	-1.5103015E-1
1.1306000E+4	-1.4544713E-1
1.1307000E+4	-1.5806994E-1
1.1308000E+4	-1.5353450E-1
1.1309000E+4	-1.5817526E-1
1.1310000E+4	-1.5393101E-1
1.1311000E+4	-1.5650125E-1
1.1312000E+4	-1.5784392E-1
1.1313000E+4	-1.5394673E-1
1.1314000E+4	-1.5479305E-1
1.1315000E+4	-1.4006479E-1
1.1316000E+4	-1.4368631E-1
1.1317000E+4	-1.3765365E-1
1.1318000E+4	-1.4851840E-1
1.1319000E+4	-1.4083421E-1
1.1320000E+4	-1.4737500E-1
1.1321000E+4	-1.4294775E-1
1.1322000E+4	-1.4512703E-1
1.1323000E+4	-1.4486608E-1
1.1324000E+4	-1.4682278E-1
1.1325000E+4	-1.5307161E-1
1.1326000E+4	-1.4806268E-1
1.1327000E+4	-1.5882114E-1
1.1328000E+4	-1.5091655E-1
1.1329000E+4	-1.5301755E-1
1.1330000E+4	-1.4418603E-1
1.1331000E+4	-1.4927107E-1
1.1332000E+4	-1.4804691E-1
1.1333000E+4	-1.4572544E-1
1.1334000E+4	-1.4538488E-1
1.1335000E+4	-1.4344132E-1
1.1336000E+4	-1.4982362E-1
1.1337000E+4	-1.4610645E-1
1.1338000E+4	-1.5179150E-1
1.1339000E+4	-1.4530760E-1
1.1340000E+4	-1.5602762E-1
1.1341000E+4	-1.5120360E-1
1.1342000E+4	-1.5429091E-1
1.1343000E+4	-1.5074068E-1
1.1344000E+4	-1.4947948E-1
1.1345000E+4	-1.4698789E-1
1.1346000E+4	-1.4669523E-1
1.1347000E+4	-1.4384581E-1
1.1348000E+4	-1.4655793E-1
1.1349000E+4	-1.5429802E-1
1.1350000E+4	-1.4355244E-1
1.1351000E+4	-1.4708254E-1
1.1352000E+4	-1.4812526E-1
1.1353000E+4	-1.5428676E-1
1.1354000E+4	-1.4224522E-1
1.1355000E+4	-1.4595039E-1
1.1356000E+4	-1.4229575E-1
1.1357000E+4	-1.4594278E-1
1.1358000E+4	-1.5035553E-1
1.1359000E+4	-1.4967032E-1
1.1360000E+4	-1.5991484E-1
1.1361000E+4	-1.5541008E-1
1.1362000E+4	-1.5965065E-1
1.1363000E+4	-1.5437689E-1
1.1364000E+4	-1.6297373E-1
1.1365000E+4	-1.5258998E-1
1.1366000E+4	-1.6265525E-1
1.1367000E+4	-1.5833952E-1
1.1368000E+4	-1.5820649E-1
1.1369000E+4	-1.5492168E-1
1.1370000E+4	-1.5356763E-1
1.1371000E+4	-1.5738536E-1
1.1372000E+4	-1.5140431E-1
1.1373000E+4	-1.5652978E-1
1.1374000E+4	-1.5446478E-1
1.1375000E+4	-1.5672761E-1
1.1376000E+4	-1.5223497E-1
1.1377000E+4	-1.5514001E-1
1.1378000E+4	-1.5465170E-1
1.1379000E+4	-1.5741830E-1
1.1380000E+4	-1.5978971E-1
1.1381000E+4	-1.5668643E-1
1.1382000E+4	-1.5839264E-1
1.1383000E+4	-1.5308927E-1
1.1384000E+4	-1.5829232E-1
1.1385000E+4	-1.5104382E-1
1.1386000E+4	-1.5621670E-1
1.1387000E+4	-1.5157796E-1
1.1388000E+4	-1.5720814E-1
1.1389000E+4	-1.5296866E-1
1.1390000E+4	-1.5729572E-1
1.1391000E+4	-1.5633392E-1
1.1392000E+4	-1.5364709E-1
1.1393000E+4	-1.5465379E-1
1.1394000E+4	-1.5194619E-1
1.1395000E+4	-1.6087413E-1
1.1396000E+4	-1.5194646E-1
1.1397000E+4	-1.6403744E-1
1.1398000E+4	-1.5319735E-1
1.1399000E+4	-1.6341685E-1
1.1400000E+4	-1.5249549E-1
1.1401000E+4	-1.6182336E-1
1.1402000E+4	-1.5974249E-1
1.1403000E+4	-1.5552565E-1
1.1404000E+4	-1.5600634E-1
1.1405000E+4	-1.4813316E-1
1.1406000E+4	-1.5181173E-1
1.1407000E+4	-1.4672120E-1
1.1408000E+4	-1.5614071E-1
1.1409000E+4	-1.5040685E-1
1.1410000E+4	-1.5419775E-1
1.1411000E+4	-1.5181522E-1
1.1412000E+4	-1.5614274E-1
1.1413000E+4	-1.5036434E-1
1.1414000E+4	-1.5202466E-1
1.1415000E+4	-1.5302739E-1
1.1416000E+4	-1.4856046E-1
1.1417000E+4	-1.5730172E-1
1.1418000E+4	-1.5113848E-1
1.1419000E+4	-1.5484631E-1
1.1420000E+4	-1.5225410E-1
1.1421000E+4	-1.5490597E-1
1.1422000E+4	-1.4694083E-1
1.1423000E+4	-1.5455078E-1
1.1424000E+4	-1.5273520E-1
1.1425000E+4	-1.4989911E-1
1.1426000E+4	-1.4999503E-1
1.1427000E+4	-1.5154940E-1
1.1428000E+4	-1.5505716E-1
1.1429000E+4	-1.5131979E-1
1.1430000E+4	-1.5472756E-1
1.1431000E+4	-1.4810371E-1
1.1432000E+4	-1.5233596E-1
1.1433000E+4	-1.5258305E-1
1.1434000E+4	-1.5703671E-1
1.1435000E+4	-1.5346715E-1
1.1436000E+4	-1.5012841E-1
1.1437000E+4	-1.5085350E-1
1.1438000E+4	-1.4735430E-1
1.1439000E+4	-1.5008475E-1
1.1440000E+4	-1.5048108E-1
1.1441000E+4	-1.5798362E-1
1.1442000E+4	-1.4649944E-1
1.1443000E+4	-1.5210782E-1
1.1444000E+4	-1.4673227E-1
1.1445000E+4	-1.5436539E-1
1.1446000E+4	-1.5308753E-1
1.1447000E+4	-1.5623479E-1
1.1448000E+4	-1.5576808E-1
1.1449000E+4	-1.5542503E-1
1.1450000E+4	-1.5574159E-1
1.1451000E+4	-1.4947662E-1
1.1452000E+4	-1.5566880E-1
1.1453000E+4	-1.5061510E-1
1.1454000E+4	-1.5658987E-1
1.1455000E+4	-1.4643562E-1
1.1456000E+4	-1.4976825E-1
1.1457000E+4	-1.4458330E-1
1.1458000E+4	-1.5195134E-1
1.1459000E+4	-1.4821570E-1
1.1460000E+4	-1.4796223E-1
1.1461000E+4	-1.5640040E-1
1.1462000E+4	-1.5156363E-1
1.1463000E+4	-1.5422615E-1
1.1464000E+4	-1.4495906E-1
1.1465000E+4	-1.5166387E-1
1.1466000E+4	-1.5114725E-1
1.1467000E+4	-1.5448551E-1
1.1468000E+4	-1.5244593E-1
1.1469000E+4	-1.5399459E-1
1.1470000E+4	-1.4802730E-1
1.1471000E+4	-1.4855906E-1
1.1472000E+4	-1.5155964E-1
1.1473000E+4	-1.4722374E-1
1.1474000E+4	-1.5521756E-1
1.1475000E+4	-1.4904673E-1
1.1476000E+4	-1.5373945E-1
1.1477000E+4	-1.4189878E-1
1.1478000E+4	-1.4396866E-1
1.1479000E+4	-1.4508262E-1
1.1480000E+4	-1.5276013E-1
1.1481000E+4	-1.5560707E-1
1.1482000E+4	-1.5678960E-1
1.1483000E+4	-1.5637614E-1
1.1484000E+4	-1.4340648E-1
1.1485000E+4	-1.5054375E-1
1.1486000E+4	-1.4739650E-1
1.1487000E+4	-1.5364675E-1
1.1488000E+4	-1.4730887E-1
1.1489000E+4	-1.5289730E-1
1.1490000E+4	-1.4470635E-1
1.1491000E+4	-1.5094565E-1
1.1492000E+4	-1.4594507E-1
1.1493000E+4	-1.4644012E-1
1.1494000E+4	-1.4409062E-1
1.1495000E+4	-1.4612918E-1
1.1496000E+4	-1.5116826E-1
1.1497000E+4	-1.5195292E-1
1.1498000E+4	-1.5723476E-1
1.1499000E+4	-1.4808571E-1
1.1500000E+4	-1.5106410E-1
1.1501000E+4	-1.4662147E-1
1.1502000E+4	-1.5406437E-1
1.1503000E+4	-1.5094425E-1
1.1504000E+4	-1.5224041E-1
1.1505000E+4	-1.4888051E-1
1.1506000E+4	-1.4971405E-1
1.1507000E+4	-1.5780872E-1
1.1508000E+4	-1.5034661E-1
1.1509000E+4	-1.5123484E-1
1.1510000E+4	-1.4738466E-1
1.1511000E+4	-1.5192485E-1
1.1512000E+4	-1.4866956E-1
1.1513000E+4	-1.4994726E-1
1.1514000E+4	-1.4921775E-1
1.1515000E+4	-1.4915669E-1
1.1516000E+4	-1.5253244E-1
1.1517000E+4	-1.5321639E-1
1.1518000E+4	-1.5669458E-1
1.1519000E+4	-1.5190084E-1
1.1520000E+4	-1.5582086E-1
1.1521000E+4	-1.4882579E-1
1.1522000E+4	-1.5624210E-1
1.1523000E+4	-1.4948286E-1
1.1524000E+4	-1.5227735E-1
1.1525000E+4	-1.4620794E-1
1.1526000E+4	-1.5248770E-1
1.1527000E+4	-1.5033992E-1
1.1528000E+4	-1.4277624E-1
1.1529000E+4	-1.5338986E-1
1.1530000E+4	-1.4984819E-1
1.1531000E+4	-1.4654270E-1
1.1532000E+4	-1.4170539E-1
1.1533000E+4	-1.4892906E-1
1.1534000E+4	-1.5205145E-1
1.1535000E+4	-1.5732260E-1
1.1536000E+4	-1.5239601E-1
1.1537000E+4	-1.5788884E-1
1.1538000E+4	-1.4682937E-1
1.1539000E+4	-1.4287324E-1
1.1540000E+4	-1.4497331E-1
1.1541000E+4	-1.4095230E-1
1.1542000E+4	-1.5131336E-1
1.1543000E+4	-1.4622994E-1
1.1544000E+4	-1.4808792E-1
1.1545000E+4	-1.4337240E-1
1.1546000E+4	-1.4827333E-1
1.1547000E+4	-1.4660980E-1
1.1548000E+4	-1.5061074E-1
1.1549000E+4	-1.5626633E-1
1.1550000E+4	-1.6268511E-1
1.1551000E+4	-1.5625313E-1
1.1552000E+4	-1.5333787E-1
1.1553000E+4	-1.5677312E-1
1.1554000E+4	-1.4898773E-1
1.1555000E+4	-1.6423580E-1
1.1556000E+4	-1.5571377E-1
1.1557000E+4	-1.5245505E-1
1.1558000E+4	-1.5448281E-1
1.1559000E+4	-1.5580517E-1
1.1560000E+4	-1.4866823E-1
1.1561000E+4	-1.5053451E-1
1.1562000E+4	-1.5074050E-1
1.1563000E+4	-1.4705202E-1
1.1564000E+4	-1.5150136E-1
1.1565000E+4	-1.4627917E-1
1.1566000E+4	-1.5007690E-1
1.1567000E+4	-1.5014318E-1
1.1568000E+4	-1.5796702E-1
1.1569000E+4	-1.4684236E-1
1.1570000E+4	-1.5182693E-1
1.1571000E+4	-1.4694764E-1
1.1572000E+4	-1.5495014E-1
1.1573000E+4	-1.4903200E-1
1.1574000E+4	-1.4838924E-1
1.1575000E+4	-1.4942972E-1
1.1576000E+4	-1.4700039E-1
1.1577000E+4	-1.5754966E-1
1.1578000E+4	-1.5185028E-1
1.1579000E+4	-1.5663534E-1
1.1580000E+4	-1.5296651E-1
1.1581000E+4	-1.6164504E-1
1.1582000E+4	-1.5060495E-1
1.1583000E+4	-1.5366222E-1
1.1584000E+4	-1.4976709E-1
1.1585000E+4	-1.5074642E-1
1.1586000E+4	-1.5484616E-1
1.1587000E+4	-1.4840473E-1
1.1588000E+4	-1.5482159E-1
1.1589000E+4	-1.4672059E-1
1.1590000E+4	-1.5413830E-1
1.1591000E+4	-1.4993761E-1
1.1592000E+4	-1.5452099E-1
1.1593000E+4	-1.5127724E-1
1.1594000E+4	-1.6015325E-1
1.1595000E+4	-1.5624236E-1
1.1596000E+4	-1.5820973E-1
1.1597000E+4	-1.5614043E-1
1.1598000E+4	-1.5307751E-1
1.1599000E+4	-1.5679581E-1
1.1600000E+4	-1.5825030E-1
1.1601000E+4	-1.5889429E-1
1.1602000E+4	-1.5356372E-1
1.1603000E+4	-1.5375553E-1
1.1604000E+4	-1.5188251E-1
1.1605000E+4	-1.5885527E-1
1.1606000E+4	-1.5231445E-1
1.1607000E+4	-1.5492515E-1
1.1608000E+4	-1.5131715E-1
1.1609000E+4	-1.4788517E-1
1.1610000E+4	-1.4989030E-1
1.1611000E+4	-1.4290933E-1
1.1612000E+4	-1.5080148E-1
1.1613000E+4	-1.4918165E-1
1.1614000E+4	-1.5280111E-1
1.1615000E+4	-1.4506717E-1
1.1616000E+4	-1.5180811E-1
1.1617000E+4	-1.4922750E-1
1.1618000E+4	-1.5511245E-1
1.1619000E+4	-1.5226465E-1
1.1620000E+4	-1.5077659E-1
1.1621000E+4	-1.5546654E-1
1.1622000E+4	-1.4550324E-1
1.1623000E+4	-1.5209751E-1
1.1624000E+4	-1.4992402E-1
1.1625000E+4	-1.5586163E-1
1.1626000E+4	-1.4885941E-1
1.1627000E+4	-1.5556552E-1
1.1628000E+4	-1.5636608E-1
1.1629000E+4	-1.5497801E-1
1.1630000E+4	-1.5188228E-1
1.1631000E+4	-1.5023836E-1
1.1632000E+4	-1.5125953E-1
1.1633000E+4	-1.5344010E-1
1.1634000E+4	-1.5531966E-1
1.1635000E+4	-1.5049163E-1
1.1636000E+4	-1.6114059E-1
1.1637000E+4	-1.5392007E-1
1.1638000E+4	-1.5693077E-1
1.1639000E+4	-1.5040812E-1
1.1640000E+4	-1.5791364E-1
1.1641000E+4	-1.5724997E-1
1.1642000E+4	-1.5465763E-1
1.1643000E+4	-1.5447767E-1
1.1644000E+4	-1.3849747E-1
1.1645000E+4	-1.5023631E-1
1.1646000E+4	-1.4293261E-1
1.1647000E+4	-1.5376087E-1
1.1648000E+4	-1.4601311E-1
1.1649000E+4	-1.4744315E-1
1.1650000E+4	-1.4692232E-1
1.1651000E+4	-1.5335500E-1
1.1652000E+4	-1.5081455E-1
1.1653000E+4	-1.5303630E-1
1.1654000E+4	-1.5642628E-1
1.1655000E+4	-1.5032984E-1
1.1656000E+4	-1.5729962E-1
1.1657000E+4	-1.4656633E-1
1.1658000E+4	-1.5089485E-1
1.1659000E+4	-1.4696024E-1
1.1660000E+4	-1.5048450E-1
1.1661000E+4	-1.4654295E-1
1.1662000E+4	-1.5312961E-1
1.1663000E+4	-1.4654867E-1
1.1664000E+4	-1.5498450E-1
1.1665000E+4	-1.5282117E-1
1.1666000E+4	-1.5185234E-1
1.1667000E+4	-1.5541203E-1
1.1668000E+4	-1.4781122E-1
1.1669000E+4	-1.5974978E-1
1.1670000E+4	-1.4753531E-1
1.1671000E+4	-1.5502468E-1
1.1672000E+4	-1.4733313E-1
1.1673000E+4	-1.4418690E-1
1.1674000E+4	-1.4074773E-1
1.1675000E+4	-1.4592637E-1
1.1676000E+4	-1.4649156E-1
1.1677000E+4	-1.4396034E-1
1.1678000E+4	-1.5075354E-1
1.1679000E+4	-1.5070252E-1
1.1680000E+4	-1.5029344E-1
1.1681000E+4	-1.4482339E-1
1.1682000E+4	-1.4837362E-1
1.1683000E+4	-1.4247827E-1
1.1684000E+4	-1.5321340E-1
1.1685000E+4	-1.4735363E-1
1.1686000E+4	-1.4663418E-1
1.1687000E+4	-1.4354205E-1
1.1688000E+4	-1.4027329E-1
1.1689000E+4	-1.5186659E-1
1.1690000E+4	-1.4527138E-1
1.1691000E+4	-1.4660197E-1
1.1692000E+4	-1.4433224E-1
1.1693000E+4	-1.4802629E-1
1.1694000E+4	-1.4273188E-1
1.1695000E+4	-1.4538518E-1
1.1696000E+4	-1.4715099E-1
1.1697000E+4	-1.4549187E-1
1.1698000E+4	-1.5010047E-1
1.1699000E+4	-1.4799298E-1
1.1700000E+4	-1.5329094E-1
1.1701000E+4	-1.4663413E-1
1.1702000E+4	-1.5066738E-1
1.1703000E+4	-1.4320655E-1
1.1704000E+4	-1.5058115E-1
1.1705000E+4	-1.4327079E-1
1.1706000E+4	-1.4737375E-1
1.1707000E+4	-1.4248072E-1
1.1708000E+4	-1.4703330E-1
1.1709000E+4	-1.5036368E-1
1.1710000E+4	-1.3651009E-1
1.1711000E+4	-1.3524060E-1
1.1712000E+4	-1.3564979E-1
1.1713000E+4	-1.5269904E-1
1.1714000E+4	-1.4191517E-1
1.1715000E+4	-1.4430526E-1
1.1716000E+4	-1.4379977E-1
1.1717000E+4	-1.4710337E-1
1.1718000E+4	-1.4186546E-1
1.1719000E+4	-1.5239780E-1
1.1720000E+4	-1.4791761E-1
1.1721000E+4	-1.3802771E-1
1.1722000E+4	-1.4774808E-1
1.1723000E+4	-1.5111977E-1
1.1724000E+4	-1.5505011E-1
1.1725000E+4	-1.4833938E-1
1.1726000E+4	-1.5258878E-1
1.1727000E+4	-1.4688386E-1
1.1728000E+4	-1.5550248E-1
1.1729000E+4	-1.5224028E-1
1.1730000E+4	-1.5478700E-1
1.1731000E+4	-1.4608352E-1
1.1732000E+4	-1.4598998E-1
1.1733000E+4	-1.4517304E-1
1.1734000E+4	-1.3644825E-1
1.1735000E+4	-1.4530836E-1
1.1736000E+4	-1.4528292E-1
1.1737000E+4	-1.4753594E-1
1.1738000E+4	-1.4445494E-1
1.1739000E+4	-1.5057835E-1
1.1740000E+4	-1.4182349E-1
1.1741000E+4	-1.5129356E-1
1.1742000E+4	-1.4382330E-1
1.1743000E+4	-1.4846897E-1
1.1744000E+4	-1.5151116E-1
1.1745000E+4	-1.4550944E-1
1.1746000E+4	-1.4580716E-1
1.1747000E+4	-1.4377980E-1
1.1748000E+4	-1.5090664E-1
1.1749000E+4	-1.4883173E-1
1.1750000E+4	-1.5414110E-1
1.1751000E+4	-1.4595492E-1
1.1752000E+4	-1.5140618E-1
1.1753000E+4	-1.4368020E-1
1.1754000E+4	-1.4565822E-1
1.1755000E+4	-1.4521404E-1
1.1756000E+4	-1.4264584E-1
1.1757000E+4	-1.5520211E-1
1.1758000E+4	-1.4290211E-1
1.1759000E+4	-1.4556706E-1
1.1760000E+4	-1.3817111E-1
1.1761000E+4	-1.4926594E-1
1.1762000E+4	-1.5032814E-1
1.1763000E+4	-1.4828289E-1
1.1764000E+4	-1.4155474E-1
1.1765000E+4	-1.4840671E-1
1.1766000E+4	-1.4845590E-1
1.1767000E+4	-1.4233056E-1
1.1768000E+4	-1.4471960E-1
1.1769000E+4	-1.4860070E-1
1.1770000E+4	-1.4659175E-1
1.1771000E+4	-1.4044917E-1
1.1772000E+4	-1.4794946E-1
1.1773000E+4	-1.4611812E-1
1.1774000E+4	-1.5764140E-1
1.1775000E+4	-1.4970309E-1
1.1776000E+4	-1.5182884E-1
1.1777000E+4	-1.4800243E-1
1.1778000E+4	-1.4652471E-1
1.1779000E+4	-1.5294588E-1
1.1780000E+4	-1.4896569E-1
1.1781000E+4	-1.5162711E-1
1.1782000E+4	-1.4756852E-1
1.1783000E+4	-1.5312645E-1
1.1784000E+4	-1.4705566E-1
1.1785000E+4	-1.5284500E-1
1.1786000E+4	-1.4324299E-1
1.1787000E+4	-1.5287606E-1
1.1788000E+4	-1.4984560E-1
1.1789000E+4	-1.4895003E-1
1.1790000E+4	-1.5613705E-1
1.1791000E+4	-1.5340860E-1
1.1792000E+4	-1.5769741E-1
1.1793000E+4	-1.5460387E-1
1.1794000E+4	-1.5644459E-1
1.1795000E+4	-1.5088861E-1
1.1796000E+4	-1.5346213E-1
1.1797000E+4	-1.4746526E-1
1.1798000E+4	-1.5085465E-1
1.1799000E+4	-1.4961761E-1
1.1800000E+4	-1.4945737E-1
1.1801000E+4	-1.5007156E-1
1.1802000E+4	-1.5429860E-1
1.1803000E+4	-1.5866625E-1
1.1804000E+4	-1.4898019E-1
1.1805000E+4	-1.5551807E-1
1.1806000E+4	-1.5063126E-1
1.1807000E+4	-1.5567160E-1
1.1808000E+4	-1.5102558E-1
1.1809000E+4	-1.5580747E-1
1.1810000E+4	-1.5179588E-1
1.1811000E+4	-1.5016383E-1
1.1812000E+4	-1.5285699E-1
1.1813000E+4	-1.5110162E-1
1.1814000E+4	-1.5509716E-1
1.1815000E+4	-1.4961948E-1
1.1816000E+4	-1.5421189E-1
1.1817000E+4	-1.5117033E-1
1.1818000E+4	-1.5426946E-1
1.1819000E+4	-1.5570247E-1
1.1820000E+4	-1.6258378E-1
1.1821000E+4	-1.5371659E-1
1.1822000E+4	-1.5743050E-1
1.1823000E+4	-1.6087608E-1
1.1824000E+4	-1.5745945E-1
1.1825000E+4	-1.5635876E-1
1.1826000E+4	-1.4943692E-1
1.1827000E+4	-1.5294817E-1
1.1828000E+4	-1.4892599E-1
1.1829000E+4	-1.5084092E-1
1.1830000E+4	-1.4633183E-1
1.1831000E+4	-1.5096974E-1
1.1832000E+4	-1.4665884E-1
1.1833000E+4	-1.4994875E-1
1.1834000E+4	-1.5392847E-1
1.1835000E+4	-1.5433119E-1
1.1836000E+4	-1.5612262E-1
1.1837000E+4	-1.4331362E-1
1.1838000E+4	-1.5653716E-1
1.1839000E+4	-1.5129094E-1
1.1840000E+4	-1.5640950E-1
1.1841000E+4	-1.4628297E-1
1.1842000E+4	-1.5405969E-1
1.1843000E+4	-1.4944629E-1
1.1844000E+4	-1.5429872E-1
1.1845000E+4	-1.5839173E-1
1.1846000E+4	-1.5837516E-1
1.1847000E+4	-1.5281220E-1
1.1848000E+4	-1.4575191E-1
1.1849000E+4	-1.4900365E-1
1.1850000E+4	-1.4339115E-1
1.1851000E+4	-1.4665818E-1
1.1852000E+4	-1.4251348E-1
1.1853000E+4	-1.5044592E-1
1.1854000E+4	-1.4749011E-1
1.1855000E+4	-1.5465899E-1
1.1856000E+4	-1.5344983E-1
1.1857000E+4	-1.4700237E-1
1.1858000E+4	-1.5012281E-1
1.1859000E+4	-1.4859782E-1
1.1860000E+4	-1.5215531E-1
1.1861000E+4	-1.4491457E-1
1.1862000E+4	-1.5025958E-1
1.1863000E+4	-1.4715597E-1
1.1864000E+4	-1.5186940E-1
1.1865000E+4	-1.4752647E-1
1.1866000E+4	-1.4973895E-1
