Experiment	Sweeper	
Saved Date	28.05.2025 16:24:32	
User		
Date		
Start time	28.05.2025 16:07:32	
Sweep channel: Name	- None (Time) -	
Sweep channel: Start (V)	-Inf	
Sweep channel: Stop (V)	Inf	
Sweep channel: Points	20000	
Sweep channel: Max slew rate (V/s)	0E+0	
Sweep channel: Initial settling time (s)	20E+0	
Sweep channel: End settling time (s)	20E+0	
Sweep channel: Backward sweep	FALSE	
Sweep channel: Number of sweeps	1	
Sweep channel: Reset	FALSE	
Sweep Type	1D-Only SweepCh	
Acquire channels	Input 2 (V)	
Filter type	None	
Order		
Cutoff frq		
Comment01	b_P1_peak1_1741_3_top	

[DATA]
Points	Input 2 (V)
2.1430000E+3	-1.1562132E-1
2.1440000E+3	-1.1603901E-1
2.1450000E+3	-1.0911555E-1
2.1460000E+3	-1.1046152E-1
2.1470000E+3	-1.0410883E-1
2.1480000E+3	-1.0925510E-1
2.1490000E+3	-1.1407475E-1
2.1500000E+3	-1.1942211E-1
2.1510000E+3	-1.0996233E-1
2.1520000E+3	-1.0850407E-1
2.1530000E+3	-1.0682266E-1
2.1540000E+3	-1.0946424E-1
2.1550000E+3	-1.1666090E-1
2.1560000E+3	-1.1596414E-1
2.1570000E+3	-1.2235012E-1
2.1580000E+3	-1.1995959E-1
2.1590000E+3	-1.2348182E-1
2.1600000E+3	-1.1879812E-1
2.1610000E+3	-1.1764544E-1
2.1620000E+3	-1.0778486E-1
2.1630000E+3	-1.1407507E-1
2.1640000E+3	-1.1450842E-1
2.1650000E+3	-1.1691109E-1
2.1660000E+3	-1.1583053E-1
2.1670000E+3	-1.1054569E-1
2.1680000E+3	-1.2169289E-1
2.1690000E+3	-1.1678555E-1
2.1700000E+3	-1.1602961E-1
2.1710000E+3	-1.0870463E-1
2.1720000E+3	-1.1633048E-1
2.1730000E+3	-1.1181673E-1
2.1740000E+3	-1.1618534E-1
2.1750000E+3	-1.1321944E-1
2.1760000E+3	-1.1659066E-1
2.1770000E+3	-1.1704562E-1
2.1780000E+3	-1.1303447E-1
2.1790000E+3	-1.1643144E-1
2.1800000E+3	-1.0925897E-1
2.1810000E+3	-1.1470205E-1
2.1820000E+3	-1.0969100E-1
2.1830000E+3	-1.1126263E-1
2.1840000E+3	-1.0927245E-1
2.1850000E+3	-1.1667855E-1
2.1860000E+3	-1.1219396E-1
2.1870000E+3	-1.1503198E-1
2.1880000E+3	-1.1922432E-1
2.1890000E+3	-1.1873649E-1
2.1900000E+3	-1.2310959E-1
2.1910000E+3	-1.1397025E-1
2.1920000E+3	-1.1630686E-1
2.1930000E+3	-1.0858162E-1
2.1940000E+3	-1.0899898E-1
2.1950000E+3	-1.0502926E-1
2.1960000E+3	-1.1394688E-1
2.1970000E+3	-1.1192879E-1
2.1980000E+3	-1.1263796E-1
2.1990000E+3	-1.1186993E-1
2.2000000E+3	-1.1205117E-1
2.2010000E+3	-1.1440754E-1
2.2020000E+3	-1.1047527E-1
2.2030000E+3	-1.1559669E-1
2.2040000E+3	-1.1060944E-1
2.2050000E+3	-1.1460667E-1
2.2060000E+3	-1.1134911E-1
2.2070000E+3	-1.1322497E-1
2.2080000E+3	-1.1012428E-1
2.2090000E+3	-1.1292312E-1
2.2100000E+3	-1.0587029E-1
2.2110000E+3	-1.0974127E-1
2.2120000E+3	-1.1384625E-1
2.2130000E+3	-1.1079606E-1
2.2140000E+3	-1.1597244E-1
2.2150000E+3	-1.1676496E-1
2.2160000E+3	-1.1999147E-1
2.2170000E+3	-1.1772665E-1
2.2180000E+3	-1.2255250E-1
2.2190000E+3	-1.1182238E-1
2.2200000E+3	-1.1735281E-1
2.2210000E+3	-1.1154012E-1
2.2220000E+3	-1.1187804E-1
2.2230000E+3	-1.1266398E-1
2.2240000E+3	-1.1024814E-1
2.2250000E+3	-1.1391162E-1
2.2260000E+3	-1.1000244E-1
2.2270000E+3	-1.1496547E-1
2.2280000E+3	-1.1062154E-1
2.2290000E+3	-1.1373328E-1
2.2300000E+3	-1.1353502E-1
2.2310000E+3	-1.1733294E-1
2.2320000E+3	-1.0552993E-1
2.2330000E+3	-1.0626559E-1
2.2340000E+3	-1.0669389E-1
2.2350000E+3	-1.1264379E-1
2.2360000E+3	-1.1525100E-1
2.2370000E+3	-1.1360630E-1
2.2380000E+3	-1.1486034E-1
2.2390000E+3	-1.1105219E-1
2.2400000E+3	-1.1441790E-1
2.2410000E+3	-1.0797630E-1
2.2420000E+3	-1.1326927E-1
2.2430000E+3	-1.0719051E-1
2.2440000E+3	-1.0902937E-1
2.2450000E+3	-1.1005937E-1
2.2460000E+3	-1.1020256E-1
2.2470000E+3	-1.0905824E-1
2.2480000E+3	-1.0646812E-1
2.2490000E+3	-1.1244456E-1
2.2500000E+3	-1.0271338E-1
2.2510000E+3	-1.1112171E-1
2.2520000E+3	-1.0601055E-1
2.2530000E+3	-1.1218283E-1
2.2540000E+3	-1.0486951E-1
2.2550000E+3	-1.0792175E-1
2.2560000E+3	-1.0539895E-1
2.2570000E+3	-1.0630156E-1
2.2580000E+3	-1.0900744E-1
2.2590000E+3	-1.0959867E-1
2.2600000E+3	-1.1427891E-1
2.2610000E+3	-1.0538244E-1
2.2620000E+3	-1.1399672E-1
2.2630000E+3	-1.1335275E-1
2.2640000E+3	-1.1503883E-1
2.2650000E+3	-1.0764100E-1
2.2660000E+3	-1.1004344E-1
2.2670000E+3	-1.0658335E-1
2.2680000E+3	-1.0693441E-1
2.2690000E+3	-1.0782831E-1
2.2700000E+3	-1.0622204E-1
2.2710000E+3	-1.0999518E-1
2.2720000E+3	-1.0410450E-1
2.2730000E+3	-1.1154868E-1
2.2740000E+3	-1.1324424E-1
2.2750000E+3	-1.1403524E-1
2.2760000E+3	-1.0977932E-1
2.2770000E+3	-1.1678094E-1
2.2780000E+3	-1.1687600E-1
2.2790000E+3	-1.2075094E-1
2.2800000E+3	-1.1094873E-1
2.2810000E+3	-1.1090449E-1
2.2820000E+3	-1.1675477E-1
2.2830000E+3	-1.1285876E-1
2.2840000E+3	-1.1576132E-1
2.2850000E+3	-1.1049122E-1
2.2860000E+3	-1.1324481E-1
2.2870000E+3	-1.0885585E-1
2.2880000E+3	-1.1153692E-1
2.2890000E+3	-1.1259132E-1
2.2900000E+3	-1.1389108E-1
2.2910000E+3	-1.1185881E-1
2.2920000E+3	-1.1154721E-1
2.2930000E+3	-1.1780429E-1
2.2940000E+3	-1.1287677E-1
2.2950000E+3	-1.1521322E-1
2.2960000E+3	-1.1044975E-1
2.2970000E+3	-1.1882484E-1
2.2980000E+3	-1.1273733E-1
2.2990000E+3	-1.1654656E-1
2.3000000E+3	-1.1427972E-1
2.3010000E+3	-1.1846957E-1
2.3020000E+3	-1.1599981E-1
2.3030000E+3	-1.1483297E-1
2.3040000E+3	-1.1333656E-1
2.3050000E+3	-1.1121184E-1
2.3060000E+3	-1.1867853E-1
2.3070000E+3	-1.1449704E-1
2.3080000E+3	-1.1872377E-1
2.3090000E+3	-1.1217806E-1
2.3100000E+3	-1.1546644E-1
2.3110000E+3	-1.1116948E-1
2.3120000E+3	-1.1075110E-1
2.3130000E+3	-1.0814655E-1
2.3140000E+3	-1.0683432E-1
2.3150000E+3	-1.1153586E-1
2.3160000E+3	-1.0487610E-1
2.3170000E+3	-1.0900372E-1
2.3180000E+3	-1.0335837E-1
2.3190000E+3	-1.0792887E-1
2.3200000E+3	-1.0384344E-1
2.3210000E+3	-1.0901967E-1
2.3220000E+3	-1.1036298E-1
2.3230000E+3	-1.1462829E-1
2.3240000E+3	-1.0945864E-1
2.3250000E+3	-1.0988532E-1
2.3260000E+3	-1.0914127E-1
2.3270000E+3	-1.0529348E-1
2.3280000E+3	-1.0902842E-1
2.3290000E+3	-1.0496981E-1
2.3300000E+3	-1.1102839E-1
2.3310000E+3	-1.0879841E-1
2.3320000E+3	-1.1143760E-1
2.3330000E+3	-1.0246743E-1
2.3340000E+3	-1.0456917E-1
2.3350000E+3	-1.0172415E-1
2.3360000E+3	-1.0576281E-1
2.3370000E+3	-1.0186128E-1
2.3380000E+3	-1.0243873E-1
2.3390000E+3	-1.0454113E-1
2.3400000E+3	-1.0151602E-1
2.3410000E+3	-1.0881183E-1
2.3420000E+3	-1.0730515E-1
2.3430000E+3	-1.1290454E-1
2.3440000E+3	-1.0711567E-1
2.3450000E+3	-1.0881242E-1
2.3460000E+3	-1.0523554E-1
2.3470000E+3	-1.1428271E-1
2.3480000E+3	-1.0726856E-1
2.3490000E+3	-1.1313247E-1
2.3500000E+3	-1.1376513E-1
2.3510000E+3	-1.0919547E-1
2.3520000E+3	-1.0942713E-1
2.3530000E+3	-1.0952269E-1
2.3540000E+3	-1.1995302E-1
2.3550000E+3	-1.1576372E-1
2.3560000E+3	-1.1614993E-1
2.3570000E+3	-1.1437584E-1
2.3580000E+3	-1.1787032E-1
2.3590000E+3	-1.1312454E-1
2.3600000E+3	-1.1489492E-1
2.3610000E+3	-1.1748803E-1
2.3620000E+3	-1.1152618E-1
2.3630000E+3	-1.1561751E-1
2.3640000E+3	-1.1150501E-1
2.3650000E+3	-1.1669352E-1
2.3660000E+3	-1.1004774E-1
2.3670000E+3	-1.1565585E-1
2.3680000E+3	-1.1050599E-1
2.3690000E+3	-1.1629196E-1
2.3700000E+3	-1.1481986E-1
2.3710000E+3	-1.1750536E-1
2.3720000E+3	-1.1290065E-1
2.3730000E+3	-1.1111881E-1
2.3740000E+3	-1.1536489E-1
2.3750000E+3	-1.1199924E-1
2.3760000E+3	-1.1541998E-1
2.3770000E+3	-1.1344342E-1
2.3780000E+3	-1.2169723E-1
2.3790000E+3	-1.2186243E-1
2.3800000E+3	-1.2954488E-1
2.3810000E+3	-1.2107293E-1
2.3820000E+3	-1.2521794E-1
2.3830000E+3	-1.2146588E-1
2.3840000E+3	-1.1983500E-1
2.3850000E+3	-1.2088855E-1
2.3860000E+3	-1.2012559E-1
2.3870000E+3	-1.2431552E-1
2.3880000E+3	-1.1553411E-1
2.3890000E+3	-1.2244111E-1
2.3900000E+3	-1.1713179E-1
2.3910000E+3	-1.2015267E-1
2.3920000E+3	-1.1679975E-1
2.3930000E+3	-1.1537143E-1
2.3940000E+3	-1.1582840E-1
2.3950000E+3	-1.1591716E-1
2.3960000E+3	-1.1567815E-1
2.3970000E+3	-1.1637385E-1
2.3980000E+3	-1.2349502E-1
2.3990000E+3	-1.2057526E-1
2.4000000E+3	-1.2401827E-1
2.4010000E+3	-1.2229650E-1
2.4020000E+3	-1.1973897E-1
2.4030000E+3	-1.1710608E-1
2.4040000E+3	-1.1367040E-1
2.4050000E+3	-1.0556474E-1
2.4060000E+3	-1.0960253E-1
2.4070000E+3	-1.1196235E-1
2.4080000E+3	-1.0896880E-1
2.4090000E+3	-1.1491217E-1
2.4100000E+3	-1.1609988E-1
2.4110000E+3	-1.2215296E-1
2.4120000E+3	-1.1900826E-1
2.4130000E+3	-1.2063573E-1
2.4140000E+3	-1.1927748E-1
2.4150000E+3	-1.2751234E-1
2.4160000E+3	-1.2056615E-1
2.4170000E+3	-1.1662837E-1
2.4180000E+3	-1.1257200E-1
2.4190000E+3	-1.1347827E-1
2.4200000E+3	-1.1298178E-1
2.4210000E+3	-1.1130129E-1
2.4220000E+3	-1.1443358E-1
2.4230000E+3	-1.0943197E-1
2.4240000E+3	-1.1279266E-1
2.4250000E+3	-1.1198900E-1
2.4260000E+3	-1.1778322E-1
2.4270000E+3	-1.1591126E-1
2.4280000E+3	-1.1940506E-1
2.4290000E+3	-1.1306966E-1
2.4300000E+3	-1.1651019E-1
2.4310000E+3	-1.1431448E-1
2.4320000E+3	-1.2010675E-1
2.4330000E+3	-1.2346022E-1
2.4340000E+3	-1.2013037E-1
2.4350000E+3	-1.2577690E-1
2.4360000E+3	-1.2195817E-1
2.4370000E+3	-1.3010344E-1
2.4380000E+3	-1.2126882E-1
2.4390000E+3	-1.2228804E-1
2.4400000E+3	-1.1947744E-1
2.4410000E+3	-1.2696035E-1
2.4420000E+3	-1.2484010E-1
2.4430000E+3	-1.2479325E-1
2.4440000E+3	-1.3006414E-1
2.4450000E+3	-1.2180850E-1
2.4460000E+3	-1.2513699E-1
2.4470000E+3	-1.2165673E-1
2.4480000E+3	-1.3323800E-1
2.4490000E+3	-1.2207603E-1
2.4500000E+3	-1.2482098E-1
2.4510000E+3	-1.1734962E-1
2.4520000E+3	-1.2050878E-1
2.4530000E+3	-1.2146445E-1
2.4540000E+3	-1.2612203E-1
2.4550000E+3	-1.2753074E-1
2.4560000E+3	-1.1961462E-1
2.4570000E+3	-1.1613876E-1
2.4580000E+3	-1.1086296E-1
2.4590000E+3	-1.2152027E-1
2.4600000E+3	-1.1807626E-1
2.4610000E+3	-1.1680713E-1
2.4620000E+3	-1.1157191E-1
2.4630000E+3	-1.1344942E-1
2.4640000E+3	-1.0150088E-1
2.4650000E+3	-1.0754091E-1
2.4660000E+3	-1.1551260E-1
2.4670000E+3	-1.1376613E-1
2.4680000E+3	-1.1512335E-1
2.4690000E+3	-1.1163141E-1
2.4700000E+3	-1.1894862E-1
2.4710000E+3	-1.1255731E-1
2.4720000E+3	-1.1972621E-1
2.4730000E+3	-1.1946493E-1
2.4740000E+3	-1.2124246E-1
2.4750000E+3	-1.1701015E-1
2.4760000E+3	-1.1943877E-1
2.4770000E+3	-1.1219581E-1
2.4780000E+3	-1.1356965E-1
2.4790000E+3	-1.1690459E-1
2.4800000E+3	-1.1550532E-1
2.4810000E+3	-1.1966106E-1
2.4820000E+3	-1.1428375E-1
2.4830000E+3	-1.1164389E-1
2.4840000E+3	-1.0658319E-1
2.4850000E+3	-1.0952342E-1
2.4860000E+3	-1.0660625E-1
2.4870000E+3	-1.1230232E-1
2.4880000E+3	-1.1203992E-1
2.4890000E+3	-1.1820816E-1
2.4900000E+3	-1.1649827E-1
2.4910000E+3	-1.1013822E-1
2.4920000E+3	-1.1303551E-1
2.4930000E+3	-1.1087374E-1
2.4940000E+3	-1.1645633E-1
2.4950000E+3	-1.1185357E-1
2.4960000E+3	-1.1317556E-1
2.4970000E+3	-1.1790696E-1
2.4980000E+3	-1.1841546E-1
2.4990000E+3	-1.1561178E-1
2.5000000E+3	-1.1852896E-1
2.5010000E+3	-1.1714185E-1
2.5020000E+3	-1.1803617E-1
2.5030000E+3	-1.1252525E-1
2.5040000E+3	-1.1022803E-1
2.5050000E+3	-1.1435341E-1
2.5060000E+3	-1.1248086E-1
2.5070000E+3	-1.1738703E-1
2.5080000E+3	-1.1297000E-1
2.5090000E+3	-1.2039167E-1
2.5100000E+3	-1.1727539E-1
2.5110000E+3	-1.2199654E-1
2.5120000E+3	-1.1615110E-1
2.5130000E+3	-1.1645702E-1
2.5140000E+3	-1.2443398E-1
2.5150000E+3	-1.1776818E-1
2.5160000E+3	-1.2174901E-1
2.5170000E+3	-1.1544456E-1
2.5180000E+3	-1.2264793E-1
2.5190000E+3	-1.2186947E-1
2.5200000E+3	-1.1929927E-1
2.5210000E+3	-1.0905891E-1
2.5220000E+3	-1.0939491E-1
2.5230000E+3	-1.0490499E-1
2.5240000E+3	-1.0477995E-1
2.5250000E+3	-1.0676422E-1
2.5260000E+3	-1.0771434E-1
2.5270000E+3	-1.1098424E-1
2.5280000E+3	-1.0693397E-1
2.5290000E+3	-1.1378939E-1
2.5300000E+3	-1.1240352E-1
2.5310000E+3	-1.1516152E-1
2.5320000E+3	-1.0810483E-1
2.5330000E+3	-1.1017200E-1
2.5340000E+3	-1.0422225E-1
2.5350000E+3	-1.1310629E-1
2.5360000E+3	-1.1149993E-1
2.5370000E+3	-1.1355546E-1
2.5380000E+3	-1.0792001E-1
2.5390000E+3	-1.0579751E-1
2.5400000E+3	-1.1111194E-1
2.5410000E+3	-1.1239167E-1
2.5420000E+3	-1.1406471E-1
2.5430000E+3	-1.1076208E-1
2.5440000E+3	-1.1304933E-1
2.5450000E+3	-1.1491782E-1
2.5460000E+3	-1.1988494E-1
2.5470000E+3	-1.1413513E-1
2.5480000E+3	-1.1082371E-1
2.5490000E+3	-1.1551288E-1
2.5500000E+3	-1.1158834E-1
2.5510000E+3	-1.0737878E-1
2.5520000E+3	-1.0129913E-1
2.5530000E+3	-1.1358891E-1
2.5540000E+3	-1.1090241E-1
2.5550000E+3	-1.1722615E-1
2.5560000E+3	-1.0639352E-1
2.5570000E+3	-1.1144517E-1
2.5580000E+3	-1.0609854E-1
2.5590000E+3	-1.1248858E-1
2.5600000E+3	-1.1110415E-1
2.5610000E+3	-1.1207657E-1
2.5620000E+3	-1.1486103E-1
2.5630000E+3	-1.0840040E-1
2.5640000E+3	-1.1761764E-1
2.5650000E+3	-1.1532478E-1
2.5660000E+3	-1.1643611E-1
2.5670000E+3	-1.1125010E-1
2.5680000E+3	-1.1146158E-1
2.5690000E+3	-1.0699960E-1
2.5700000E+3	-1.1469883E-1
2.5710000E+3	-1.1907315E-1
2.5720000E+3	-1.2186642E-1
2.5730000E+3	-1.2347411E-1
2.5740000E+3	-1.1367720E-1
2.5750000E+3	-1.2006255E-1
2.5760000E+3	-1.1529071E-1
2.5770000E+3	-1.2176708E-1
2.5780000E+3	-1.1362706E-1
2.5790000E+3	-1.1557696E-1
2.5800000E+3	-1.0809626E-1
2.5810000E+3	-1.1342040E-1
2.5820000E+3	-1.1236484E-1
2.5830000E+3	-1.1383736E-1
2.5840000E+3	-1.1178729E-1
2.5850000E+3	-1.0833436E-1
2.5860000E+3	-1.1279200E-1
2.5870000E+3	-1.0931094E-1
2.5880000E+3	-1.2175970E-1
2.5890000E+3	-1.1809406E-1
2.5900000E+3	-1.2287592E-1
2.5910000E+3	-1.1572611E-1
2.5920000E+3	-1.2276789E-1
2.5930000E+3	-1.1149332E-1
2.5940000E+3	-1.1343070E-1
2.5950000E+3	-1.1416630E-1
2.5960000E+3	-1.1217974E-1
2.5970000E+3	-1.1401231E-1
2.5980000E+3	-1.1380749E-1
2.5990000E+3	-1.2046091E-1
2.6000000E+3	-1.1842474E-1
2.6010000E+3	-1.2188350E-1
2.6020000E+3	-1.1568835E-1
2.6030000E+3	-1.1723094E-1
2.6040000E+3	-1.1060961E-1
2.6050000E+3	-1.1325113E-1
2.6060000E+3	-1.0904185E-1
2.6070000E+3	-1.1139269E-1
2.6080000E+3	-1.1254285E-1
2.6090000E+3	-1.1232289E-1
2.6100000E+3	-1.1452968E-1
2.6110000E+3	-1.1048239E-1
2.6120000E+3	-1.1520664E-1
2.6130000E+3	-1.1633378E-1
2.6140000E+3	-1.2137068E-1
2.6150000E+3	-1.1826167E-1
2.6160000E+3	-1.1889590E-1
2.6170000E+3	-1.1569868E-1
2.6180000E+3	-1.2028967E-1
2.6190000E+3	-1.1629569E-1
2.6200000E+3	-1.0681789E-1
2.6210000E+3	-1.1054065E-1
2.6220000E+3	-1.1540931E-1
2.6230000E+3	-1.1970361E-1
2.6240000E+3	-1.1515053E-1
2.6250000E+3	-1.2351154E-1
2.6260000E+3	-1.2453200E-1
2.6270000E+3	-1.2787978E-1
2.6280000E+3	-1.2277634E-1
2.6290000E+3	-1.2668224E-1
2.6300000E+3	-1.2426644E-1
2.6310000E+3	-1.2753588E-1
2.6320000E+3	-1.2889172E-1
2.6330000E+3	-1.2076774E-1
2.6340000E+3	-1.2314584E-1
2.6350000E+3	-1.2039185E-1
2.6360000E+3	-1.2431143E-1
2.6370000E+3	-1.1893826E-1
2.6380000E+3	-1.2624063E-1
2.6390000E+3	-1.1781583E-1
2.6400000E+3	-1.2213819E-1
2.6410000E+3	-1.2013273E-1
2.6420000E+3	-1.2056068E-1
2.6430000E+3	-1.2336976E-1
2.6440000E+3	-1.2379728E-1
2.6450000E+3	-1.2973751E-1
2.6460000E+3	-1.2252551E-1
2.6470000E+3	-1.3581331E-1
2.6480000E+3	-1.2737934E-1
2.6490000E+3	-1.2988894E-1
2.6500000E+3	-1.1946977E-1
2.6510000E+3	-1.1632496E-1
2.6520000E+3	-1.1545270E-1
2.6530000E+3	-1.1701033E-1
2.6540000E+3	-1.1683436E-1
2.6550000E+3	-1.1322105E-1
2.6560000E+3	-1.1836672E-1
2.6570000E+3	-1.1345325E-1
2.6580000E+3	-1.1693829E-1
2.6590000E+3	-1.1386037E-1
2.6600000E+3	-1.1848893E-1
2.6610000E+3	-1.1685965E-1
2.6620000E+3	-1.1818068E-1
2.6630000E+3	-1.1502229E-1
2.6640000E+3	-1.1504893E-1
2.6650000E+3	-1.1458784E-1
2.6660000E+3	-1.1051232E-1
2.6670000E+3	-1.1646919E-1
2.6680000E+3	-1.1665694E-1
2.6690000E+3	-1.2249234E-1
2.6700000E+3	-1.2323159E-1
2.6710000E+3	-1.2899774E-1
2.6720000E+3	-1.2496816E-1
2.6730000E+3	-1.2616286E-1
2.6740000E+3	-1.2286446E-1
2.6750000E+3	-1.2783106E-1
2.6760000E+3	-1.2528440E-1
2.6770000E+3	-1.2502821E-1
2.6780000E+3	-1.2911856E-1
2.6790000E+3	-1.2672526E-1
2.6800000E+3	-1.2901394E-1
2.6810000E+3	-1.2274577E-1
2.6820000E+3	-1.2781833E-1
2.6830000E+3	-1.2838979E-1
2.6840000E+3	-1.2924206E-1
2.6850000E+3	-1.2208828E-1
2.6860000E+3	-1.3225129E-1
2.6870000E+3	-1.2745598E-1
2.6880000E+3	-1.2968883E-1
2.6890000E+3	-1.2953693E-1
2.6900000E+3	-1.2578104E-1
2.6910000E+3	-1.3030365E-1
2.6920000E+3	-1.2548018E-1
2.6930000E+3	-1.2794447E-1
2.6940000E+3	-1.2512524E-1
2.6950000E+3	-1.3295603E-1
2.6960000E+3	-1.2679730E-1
2.6970000E+3	-1.2995595E-1
2.6980000E+3	-1.2192173E-1
2.6990000E+3	-1.2537935E-1
2.7000000E+3	-1.2391336E-1
2.7010000E+3	-1.2256183E-1
2.7020000E+3	-1.2696476E-1
2.7030000E+3	-1.2339545E-1
2.7040000E+3	-1.3083255E-1
2.7050000E+3	-1.1876404E-1
2.7060000E+3	-1.2393834E-1
2.7070000E+3	-1.1769833E-1
2.7080000E+3	-1.2447181E-1
2.7090000E+3	-1.2324550E-1
2.7100000E+3	-1.2279757E-1
2.7110000E+3	-1.2102534E-1
2.7120000E+3	-1.2413173E-1
2.7130000E+3	-1.2665249E-1
2.7140000E+3	-1.2312527E-1
2.7150000E+3	-1.2638098E-1
2.7160000E+3	-1.2379717E-1
2.7170000E+3	-1.2447875E-1
2.7180000E+3	-1.1831944E-1
2.7190000E+3	-1.3143472E-1
2.7200000E+3	-1.2837680E-1
2.7210000E+3	-1.3086650E-1
2.7220000E+3	-1.2308991E-1
2.7230000E+3	-1.2267710E-1
2.7240000E+3	-1.2445758E-1
2.7250000E+3	-1.2353734E-1
2.7260000E+3	-1.2980996E-1
2.7270000E+3	-1.2512980E-1
2.7280000E+3	-1.2975569E-1
2.7290000E+3	-1.2278172E-1
2.7300000E+3	-1.2384972E-1
2.7310000E+3	-1.2365878E-1
2.7320000E+3	-1.2806787E-1
2.7330000E+3	-1.2285981E-1
2.7340000E+3	-1.2702937E-1
2.7350000E+3	-1.2566267E-1
2.7360000E+3	-1.2258146E-1
2.7370000E+3	-1.2850504E-1
2.7380000E+3	-1.2135881E-1
2.7390000E+3	-1.2642200E-1
2.7400000E+3	-1.2641411E-1
2.7410000E+3	-1.2420315E-1
2.7420000E+3	-1.1995766E-1
2.7430000E+3	-1.2621823E-1
2.7440000E+3	-1.2281678E-1
2.7450000E+3	-1.2897402E-1
2.7460000E+3	-1.2661117E-1
2.7470000E+3	-1.3668068E-1
2.7480000E+3	-1.3978413E-1
2.7490000E+3	-1.3363826E-1
2.7500000E+3	-1.3652073E-1
2.7510000E+3	-1.3372104E-1
2.7520000E+3	-1.3626133E-1
2.7530000E+3	-1.3015713E-1
2.7540000E+3	-1.3529503E-1
2.7550000E+3	-1.3156520E-1
2.7560000E+3	-1.4415655E-1
2.7570000E+3	-1.3708605E-1
2.7580000E+3	-1.4498007E-1
2.7590000E+3	-1.4396711E-1
2.7600000E+3	-1.4407793E-1
2.7610000E+3	-1.4431465E-1
2.7620000E+3	-1.3740405E-1
2.7630000E+3	-1.3408536E-1
2.7640000E+3	-1.3007051E-1
2.7650000E+3	-1.3422415E-1
2.7660000E+3	-1.2555553E-1
2.7670000E+3	-1.2959251E-1
2.7680000E+3	-1.2575845E-1
2.7690000E+3	-1.2638420E-1
2.7700000E+3	-1.2446979E-1
2.7710000E+3	-1.2309415E-1
2.7720000E+3	-1.2852816E-1
2.7730000E+3	-1.2038758E-1
2.7740000E+3	-1.3442199E-1
2.7750000E+3	-1.2458123E-1
2.7760000E+3	-1.2693422E-1
2.7770000E+3	-1.2064462E-1
2.7780000E+3	-1.3106602E-1
2.7790000E+3	-1.2437030E-1
2.7800000E+3	-1.2895128E-1
2.7810000E+3	-1.2516510E-1
2.7820000E+3	-1.2697174E-1
2.7830000E+3	-1.3732906E-1
2.7840000E+3	-1.3555323E-1
2.7850000E+3	-1.3513285E-1
2.7860000E+3	-1.2720273E-1
2.7870000E+3	-1.3512763E-1
2.7880000E+3	-1.3113667E-1
2.7890000E+3	-1.3540404E-1
2.7900000E+3	-1.3045275E-1
2.7910000E+3	-1.3007545E-1
2.7920000E+3	-1.2839411E-1
2.7930000E+3	-1.2787794E-1
2.7940000E+3	-1.2414729E-1
2.7950000E+3	-1.1839814E-1
2.7960000E+3	-1.2283262E-1
2.7970000E+3	-1.2553522E-1
2.7980000E+3	-1.2892567E-1
2.7990000E+3	-1.2155170E-1
2.8000000E+3	-1.2796594E-1
2.8010000E+3	-1.2463793E-1
2.8020000E+3	-1.2542056E-1
2.8030000E+3	-1.2249780E-1
2.8040000E+3	-1.2517238E-1
2.8050000E+3	-1.2320755E-1
2.8060000E+3	-1.2750928E-1
2.8070000E+3	-1.2939137E-1
2.8080000E+3	-1.2409157E-1
2.8090000E+3	-1.2672414E-1
2.8100000E+3	-1.2226853E-1
2.8110000E+3	-1.2944004E-1
2.8120000E+3	-1.2072942E-1
2.8130000E+3	-1.3157922E-1
2.8140000E+3	-1.2413489E-1
2.8150000E+3	-1.2891375E-1
2.8160000E+3	-1.2374967E-1
2.8170000E+3	-1.2438690E-1
2.8180000E+3	-1.2638658E-1
2.8190000E+3	-1.1791995E-1
2.8200000E+3	-1.2552245E-1
2.8210000E+3	-1.1961079E-1
2.8220000E+3	-1.2427620E-1
2.8230000E+3	-1.2096553E-1
2.8240000E+3	-1.1738316E-1
2.8250000E+3	-1.1122118E-1
2.8260000E+3	-1.2133607E-1
2.8270000E+3	-1.1784121E-1
2.8280000E+3	-1.1887050E-1
2.8290000E+3	-1.2563030E-1
2.8300000E+3	-1.2121736E-1
2.8310000E+3	-1.2641098E-1
2.8320000E+3	-1.2465767E-1
2.8330000E+3	-1.2758701E-1
2.8340000E+3	-1.2239022E-1
2.8350000E+3	-1.2696281E-1
2.8360000E+3	-1.2573239E-1
2.8370000E+3	-1.2607569E-1
2.8380000E+3	-1.2748680E-1
2.8390000E+3	-1.1904491E-1
2.8400000E+3	-1.2250790E-1
2.8410000E+3	-1.2491204E-1
2.8420000E+3	-1.2493687E-1
2.8430000E+3	-1.2442937E-1
2.8440000E+3	-1.2206149E-1
2.8450000E+3	-1.1691372E-1
2.8460000E+3	-1.2492150E-1
2.8470000E+3	-1.1800276E-1
2.8480000E+3	-1.2658589E-1
2.8490000E+3	-1.2065659E-1
2.8500000E+3	-1.2939927E-1
2.8510000E+3	-1.2733814E-1
2.8520000E+3	-1.2107935E-1
2.8530000E+3	-1.2544706E-1
2.8540000E+3	-1.1941253E-1
2.8550000E+3	-1.2492602E-1
2.8560000E+3	-1.2133378E-1
2.8570000E+3	-1.2126116E-1
2.8580000E+3	-1.1868799E-1
2.8590000E+3	-1.2250736E-1
2.8600000E+3	-1.1941519E-1
